NROEMPRESA;SEQCOMPRADOR;DTAVDA;DOCTOS;VLR_VENDA;LUCRO;VERBA;CATEGORIA
26;9;2026-05-02;368;5201,32;1118,80;0,00;FLV
26;10;2026-05-02;443;1673,55;561,81;0,00;BAZAR
26;16;2026-05-02;126;2619,22;580,92;0,00;LIMPEZA
26;18;2026-05-02;130;3049,11;875,54;3,50;PERFUMARIA
26;1;2026-05-03;163;2224,77;582,63;22,10;PAS
26;3;2026-05-03;377;3747,61;1014,57;48,70;SECA DOCE
26;4;2026-05-03;296;3328,41;1017,19;16,27;SECA SALG
26;5;2026-05-03;371;5664,00;1826,56;37,75;PADARIA
26;6;2026-05-03;369;19071,05;1885,53;0,00;AÇOUGUE
26;7;2026-05-03;482;6932,79;1001,47;135,63;LIQUIDA
26;8;2026-05-03;214;3715,64;213,28;15,33;COMMODITIES
26;9;2026-05-03;384;4557,73;985,26;0,00;FLV
26;10;2026-05-03;478;934,18;302,55;0,00;BAZAR
26;15;2026-05-03;1;7,00;5,08;0,00;OUTROS
26;16;2026-05-03;115;1788,98;413,48;0,00;LIMPEZA
26;18;2026-05-03;150;2833,96;787,96;3,00;PERFUMARIA
27;1;2026-05-01;210;2903,67;745,08;6,30;PAS
27;3;2026-05-01;375;4677,60;1238,20;77,80;SECA DOCE
27;4;2026-05-01;351;4322,11;1392,71;11,56;SECA SALG
27;5;2026-05-01;404;6031,21;2040,94;64,35;PADARIA
27;6;2026-05-01;498;28499,44;2973,81;0,00;AÇOUGUE
27;7;2026-05-01;532;8626,91;1316,91;120,79;LIQUIDA
27;8;2026-05-01;283;4903,76;558,62;238,00;COMMODITIES
27;9;2026-05-01;470;5250,20;1011,93;0,00;FLV
27;10;2026-05-01;620;2009,69;673,35;0,00;BAZAR
27;16;2026-05-01;172;3057,82;619,09;0,00;LIMPEZA
27;18;2026-05-01;143;3130,47;869,94;0,00;PERFUMARIA
27;1;2026-05-02;180;2605,84;616,99;4,40;PAS
27;3;2026-05-02;305;3319,97;844,24;74,50;SECA DOCE
27;4;2026-05-02;305;3305,62;1029,72;9,80;SECA SALG
27;5;2026-05-02;359;5633,98;1835,70;71,50;PADARIA
27;6;2026-05-02;406;24594,85;3014,47;0,00;AÇOUGUE
27;7;2026-05-02;453;6308,77;799,07;0,83;LIQUIDA
27;8;2026-05-02;281;4484,90;379,19;178,50;COMMODITIES
27;9;2026-05-02;395;5241,15;1147,80;0,00;FLV
27;10;2026-05-02;532;1213,13;397,01;0,00;BAZAR
27;16;2026-05-02;152;2434,16;520,53;0,00;LIMPEZA
27;18;2026-05-02;115;2132,67;574,23;0,00;PERFUMARIA
27;1;2026-05-03;192;2667,65;567,89;6,10;PAS
27;3;2026-05-03;344;4015,61;1015,34;86,60;SECA DOCE
27;4;2026-05-03;325;3614,12;1114,22;6,95;SECA SALG
27;5;2026-05-03;342;5987,58;2001,76;25,25;PADARIA
27;6;2026-05-03;390;22988,86;2913,50;0,00;AÇOUGUE
27;7;2026-05-03;464;5902,81;1038,78;19,63;LIQUIDA
27;8;2026-05-03;281;4352,54;171,97;10,67;COMMODITIES
27;9;2026-05-03;368;4499,75;1006,74;0,00;FLV
27;10;2026-05-03;510;1351,91;457,30;0,00;BAZAR
27;16;2026-05-03;151;2625,86;574,50;0,00;LIMPEZA
27;18;2026-05-03;137;2761,20;803,36;0,00;PERFUMARIA
28;1;2026-05-01;171;2468,45;616,79;4,20;PAS
28;3;2026-05-01;369;4093,38;941,67;67,90;SECA DOCE
28;4;2026-05-01;301;3366,61;1029,39;13,09;SECA SALG
28;5;2026-05-01;443;7041,19;2177,80;80,90;PADARIA
28;6;2026-05-01;434;25882,74;2013,18;0,00;AÇOUGUE
28;7;2026-05-01;475;7394,33;1540,92;491,56;LIQUIDA
28;8;2026-05-01;326;6879,52;1149,33;1139,50;COMMODITIES
28;9;2026-05-01;528;8229,02;1508,48;0,00;FLV
28;10;2026-05-01;506;1853,16;600,86;0,00;BAZAR
28;15;2026-05-01;5;25,00;18,15;0,00;OUTROS
28;16;2026-05-01;180;3228,34;620,58;0,00;LIMPEZA
28;18;2026-05-01;200;3991,13;1134,41;19,50;PERFUMARIA
28;1;2026-05-02;163;2446,21;535,08;8,70;PAS
28;3;2026-05-02;336;4829,65;1137,74;86,60;SECA DOCE
28;4;2026-05-02;272;3123,52;937,19;14,84;SECA SALG
28;5;2026-05-02;377;5745,54;1822,82;58,40;PADARIA
28;6;2026-05-02;375;20514,88;2508,50;0,00;AÇOUGUE
28;7;2026-05-02;365;5038,27;1028,54;267,30;LIQUIDA
28;8;2026-05-02;296;6681,14;320,67;192,67;COMMODITIES
28;9;2026-05-02;474;7203,58;1608,74;0,00;FLV
28;10;2026-05-02;451;1939,64;647,32;0,00;BAZAR
28;15;2026-05-02;1;3,00;2,18;0,00;OUTROS
28;16;2026-05-02;146;2483,04;512,38;0,00;LIMPEZA
28;18;2026-05-02;178;4630,65;1273,80;10,00;PERFUMARIA
28;1;2026-05-03;197;2589,91;690,79;0,60;PAS
28;3;2026-05-03;358;4022,37;958,34;61,50;SECA DOCE
28;4;2026-05-03;258;3058,46;916,03;8,89;SECA SALG
28;5;2026-05-03;394;5881,38;1891,74;40,25;PADARIA
28;6;2026-05-03;355;17657,42;1949,53;0,00;AÇOUGUE
28;7;2026-05-03;403;4926,87;842,24;116,40;LIQUIDA
28;8;2026-05-03;332;6871,08;231,46;32,33;COMMODITIES
28;9;2026-05-03;466;6087,68;1393,91;0,00;FLV
28;10;2026-05-03;535;1714,03;583,81;0,00;BAZAR
28;15;2026-05-03;1;7,00;5,08;0,00;OUTROS
28;16;2026-05-03;144;2307,93;451,82;0,00;LIMPEZA
28;18;2026-05-03;182;3725,43;1036,19;2,00;PERFUMARIA
29;1;2026-05-01;213;3599,10;842,73;18,00;PAS
29;3;2026-05-01;446;5512,16;1269,70;90,10;SECA DOCE
29;4;2026-05-01;418;5288,78;1656,05;28,13;SECA SALG
29;5;2026-05-01;336;5443,38;1789,16;61,80;PADARIA
29;6;2026-05-01;593;41413,79;3898,40;0,00;AÇOUGUE
29;7;2026-05-01;523;8273,19;1031,50;155,39;LIQUIDA
29;8;2026-05-01;333;7180,12;53,35;236,17;COMMODITIES
29;9;2026-05-01;598;10084,07;1856,55;0,00;FLV
29;10;2026-05-01;644;2458,17;784,61;0,00;BAZAR
29;15;2026-05-01;3;31,00;22,51;0,00;OUTROS
29;16;2026-05-01;209;3459,72;675,37;0,00;LIMPEZA
29;18;2026-05-01;210;4561,88;1295,65;0,00;PERFUMARIA
29;1;2026-05-02;181;2501,85;543,51;17,50;PAS
29;3;2026-05-02;352;4483,26;1076,39;57,80;SECA DOCE
29;4;2026-05-02;331;3909,48;1183,43;18,55;SECA SALG
29;5;2026-05-02;281;4445,81;1420,37;48,80;PADARIA
29;6;2026-05-02;480;33053,98;4036,34;0,00;AÇOUGUE
29;7;2026-05-02;487;7303,00;848,35;6,02;LIQUIDA
29;8;2026-05-02;304;7191,19;8,30;139,33;COMMODITIES
29;9;2026-05-02;552;9805,42;2019,01;0,00;FLV
29;10;2026-05-02;535;2254,33;758,32;0,00;BAZAR
29;15;2026-05-02;1;4,00;2,90;0,00;OUTROS
29;16;2026-05-02;165;3092,91;607,43;0,00;LIMPEZA
29;18;2026-05-02;188;3797,19;1069,20;0,00;PERFUMARIA
29;1;2026-05-03;189;2639,30;671,59;16,20;PAS
29;3;2026-05-03;373;4482,24;1137,82;76,10;SECA DOCE
29;4;2026-05-03;344;3858,79;1146,62;17,05;SECA SALG
29;5;2026-05-03;317;4749,42;1426,54;50,40;PADARIA
29;6;2026-05-03;464;27075,97;3342,81;0,00;AÇOUGUE
29;7;2026-05-03;449;6414,14;829,53;10,82;LIQUIDA
29;8;2026-05-03;319;6793,63;-20,63;41,67;COMMODITIES
29;9;2026-05-03;571;8796,11;1876,35;0,00;FLV
29;10;2026-05-03;562;2094,51;710,66;0,00;BAZAR
29;16;2026-05-03;159;2801,28;683,18;0,00;LIMPEZA
29;18;2026-05-03;161;2742,85;794,72;0,00;PERFUMARIA
101;1;2026-05-01;206;2915,88;755,37;24,60;PAS
101;3;2026-05-01;392;4921,43;1235,59;64,50;SECA DOCE
101;4;2026-05-01;369;4570,90;1452,50;32,28;SECA SALG
101;5;2026-05-01;238;4304,70;1025,62;61,70;PADARIA
101;6;2026-05-01;459;27116,97;2073,81;0,00;AÇOUGUE
101;7;2026-05-01;515;8698,71;1327,80;141,88;LIQUIDA
101;8;2026-05-01;371;6572,25;752,11;452,17;COMMODITIES
101;9;2026-05-01;631;9289,25;1837,99;0,00;FLV
101;10;2026-05-01;674;1761,69;589,43;0,00;BAZAR
101;15;2026-05-01;1;9,00;6,53;0,00;OUTROS
101;16;2026-05-01;181;2718,40;526,61;0,00;LIMPEZA
101;18;2026-05-01;177;2850,22;797,05;0,00;PERFUMARIA
101;1;2026-05-02;181;3003,28;658,20;18,60;PAS
101;3;2026-05-02;303;3874,86;950,99;54,10;SECA DOCE
101;4;2026-05-02;287;3153,31;991,80;22,80;SECA SALG
101;5;2026-05-02;200;2987,53;665,44;233,70;PADARIA
101;6;2026-05-02;397;23591,65;2364,53;0,00;AÇOUGUE
101;7;2026-05-02;416;7306,92;1174,33;31,30;LIQUIDA
101;8;2026-05-02;306;5515,85;525,14;214,67;COMMODITIES
101;9;2026-05-02;549;8572,74;1910,63;0,00;FLV
101;10;2026-05-02;547;1194,87;403,29;0,00;BAZAR
101;15;2026-05-02;1;8,00;5,81;0,00;OUTROS
101;16;2026-05-02;153;2653,04;526,78;0,00;LIMPEZA
101;18;2026-05-02;147;3291,19;929,92;0,00;PERFUMARIA
101;1;2026-05-03;184;2561,77;648,91;15,10;PAS
101;3;2026-05-03;321;3977,83;995,57;77,50;SECA DOCE
101;4;2026-05-03;326;3712,11;1185,70;36,75;SECA SALG
101;5;2026-05-03;236;4292,26;983,78;25,15;PADARIA
101;6;2026-05-03;370;19165,04;1884,52;0,00;AÇOUGUE
101;7;2026-05-03;475;6527,49;1288,19;48,03;LIQUIDA
101;8;2026-05-03;342;6723,50;290,54;34,33;COMMODITIES
101;9;2026-05-03;542;9264,48;2103,57;0,00;FLV
101;10;2026-05-03;551;1969,23;643,54;0,00;BAZAR
101;16;2026-05-03;139;2491,46;500,87;0,00;LIMPEZA
101;18;2026-05-03;147;2394,93;671,57;0,00;PERFUMARIA
102;1;2026-05-01;342;5019,09;1354,01;33,90;PAS
102;3;2026-05-01;623;8949,58;2138,21;190,40;SECA DOCE
102;4;2026-05-01;512;7950,13;2493,12;26,42;SECA SALG
102;5;2026-05-01;660;10807,87;3549,51;91,70;PADARIA
102;6;2026-05-01;559;38144,78;3164,25;0,00;AÇOUGUE
102;7;2026-05-01;779;12615,60;2643,58;804,18;LIQUIDA
102;8;2026-05-01;424;9040,33;1053,39;672,67;COMMODITIES
102;9;2026-05-01;686;11504,72;2242,44;0,00;FLV
102;10;2026-05-01;855;2809,77;903,17;0,00;BAZAR
102;15;2026-05-01;1;5,00;3,63;0,00;OUTROS
102;16;2026-05-01;213;4359,95;790,34;0,00;LIMPEZA
102;18;2026-05-01;274;6347,35;1819,67;11,50;PERFUMARIA
102;1;2026-05-02;304;4323,04;1183,87;23,80;PAS
102;3;2026-05-02;538;6823,31;1627,64;116,70;SECA DOCE
102;4;2026-05-02;464;6090,85;1939,75;38,47;SECA SALG
102;5;2026-05-02;644;10206,04;3281,50;29,50;PADARIA
102;6;2026-05-02;486;30318,23;3558,13;0,00;AÇOUGUE
102;7;2026-05-02;701;8819,70;1649,62;258,13;LIQUIDA
102;8;2026-05-02;394;8420,51;589,62;354,50;COMMODITIES
102;9;2026-05-02;604;9359,57;2203,75;0,00;FLV
102;10;2026-05-02;800;1917,51;609,07;0,00;BAZAR
102;15;2026-05-02;1;6,00;4,36;0,00;OUTROS
102;16;2026-05-02;191;3287,85;627,65;0,00;LIMPEZA
102;18;2026-05-02;226;4469,77;1270,28;8,50;PERFUMARIA
102;1;2026-05-03;323;4341,56;1190,95;14,20;PAS
102;3;2026-05-03;552;6462,60;1535,63;98,90;SECA DOCE
102;4;2026-05-03;484;6320,93;1987,74;25,35;SECA SALG
102;5;2026-05-03;687;10039,37;3265,75;63,15;PADARIA
102;6;2026-05-03;484;23826,96;2670,00;0,00;AÇOUGUE
102;7;2026-05-03;748;8839,29;1508,14;109,50;LIQUIDA
102;8;2026-05-03;390;6977,65;271,04;37,17;COMMODITIES
102;9;2026-05-03;623;7781,52;1755,81;0,00;FLV
102;10;2026-05-03;913;2012,29;664,07;0,00;BAZAR
102;15;2026-05-03;3;6,00;4,36;0,00;OUTROS
102;16;2026-05-03;150;3017,44;660,69;0,00;LIMPEZA
102;18;2026-05-03;211;3932,38;1138,97;7,00;PERFUMARIA
103;1;2026-05-01;248;3594,88;917,62;24,50;PAS
103;3;2026-05-01;415;6351,89;1623,88;99,10;SECA DOCE
103;4;2026-05-01;436;6229,02;2085,34;45,38;SECA SALG
103;5;2026-05-01;530;8940,43;2601,28;106,80;PADARIA
103;6;2026-05-01;494;34290,66;3128,05;0,00;AÇOUGUE
103;7;2026-05-01;644;14576,20;2712,17;330,08;LIQUIDA
103;8;2026-05-01;329;7980,81;1368,40;880,83;COMMODITIES
103;9;2026-05-01;547;8496,00;1900,49;0,00;FLV
103;10;2026-05-01;686;3396,89;1100,82;0,00;BAZAR
103;16;2026-05-01;207;4406,05;1031,83;0,00;LIMPEZA
103;18;2026-05-01;217;4105,80;1194,10;2,00;PERFUMARIA
103;1;2026-05-02;192;3180,80;749,18;13,20;PAS
103;3;2026-05-02;361;4926,11;1195,69;71,00;SECA DOCE
103;4;2026-05-02;319;4821,65;1574,86;11,05;SECA SALG
103;5;2026-05-02;410;6470,97;1919,49;39,85;PADARIA
103;6;2026-05-02;403;27694,48;3593,64;0,00;AÇOUGUE
103;7;2026-05-02;472;9213,82;1788,54;63,09;LIQUIDA
103;8;2026-05-02;317;7383,59;648,98;154,83;COMMODITIES
103;9;2026-05-02;413;6925,56;1596,44;0,00;FLV
103;10;2026-05-02;525;2025,64;634,93;0,00;BAZAR
103;16;2026-05-02;147;3027,96;691,31;0,00;LIMPEZA
103;18;2026-05-02;178;3181,16;954,13;0,00;PERFUMARIA
103;1;2026-05-03;180;2717,06;638,26;13,40;PAS
103;3;2026-05-03;330;4059,79;1016,99;58,50;SECA DOCE
103;4;2026-05-03;292;3686,90;1220,24;13,70;SECA SALG
103;5;2026-05-03;399;6091,95;1660,90;36,35;PADARIA
103;6;2026-05-03;343;20825,94;2890,81;0,00;AÇOUGUE
103;7;2026-05-03;474;6639,50;1441,80;98,03;LIQUIDA
103;8;2026-05-03;238;5313,36;406,92;22,33;COMMODITIES
103;9;2026-05-03;372;5145,47;1178,90;0,00;FLV
103;10;2026-05-03;491;1814,01;587,15;0,00;BAZAR
103;16;2026-05-03;136;2472,58;535,35;0,00;LIMPEZA
103;18;2026-05-03;164;3503,38;1077,35;0,00;PERFUMARIA
104;1;2026-05-01;189;2606,51;674,78;21,40;PAS
104;3;2026-05-01;328;4546,10;1083,57;123,10;SECA DOCE
104;4;2026-05-01;282;3810,58;1190,92;26,55;SECA SALG
104;5;2026-05-01;280;5136,86;1555,00;55,90;PADARIA
104;6;2026-05-01;322;17313,70;1319,77;0,00;AÇOUGUE
104;7;2026-05-01;394;5753,90;1047,37;150,29;LIQUIDA
104;8;2026-05-01;247;5344,43;457,31;262,67;COMMODITIES
104;9;2026-05-01;447;6639,45;1161,10;0,00;FLV
104;10;2026-05-01;464;1478,05;494,24;0,00;BAZAR
104;16;2026-05-01;145;2841,87;600,96;0,00;LIMPEZA
104;18;2026-05-01;142;2960,00;837,98;0,00;PERFUMARIA
104;1;2026-05-02;101;1347,25;355,36;9,90;PAS
104;3;2026-05-02;216;2436,05;586,80;52,90;SECA DOCE
104;4;2026-05-02;208;2606,00;836,22;16,45;SECA SALG
104;5;2026-05-02;171;2637,56;839,84;181,30;PADARIA
104;6;2026-05-02;213;10330,10;1209,44;0,00;AÇOUGUE
104;7;2026-05-02;297;4088,27;591,29;19,30;LIQUIDA
104;8;2026-05-02;205;4939,92;285,85;142,67;COMMODITIES
104;9;2026-05-02;288;4079,88;832,69;0,00;FLV
104;10;2026-05-02;315;969,88;325,37;0,00;BAZAR
104;15;2026-05-02;1;2,00;0,00;0,00;OUTROS
104;16;2026-05-02;92;1461,40;294,23;0,00;LIMPEZA
104;18;2026-05-02;107;2494,00;766,21;0,00;PERFUMARIA
104;1;2026-05-03;147;1941,09;488,02;12,90;PAS
104;3;2026-05-03;291;3717,76;932,73;46,70;SECA DOCE
104;4;2026-05-03;263;2798,68;889,45;16,70;SECA SALG
104;5;2026-05-03;280;4717,19;1396,88;25,25;PADARIA
104;6;2026-05-03;262;12048,12;1272,52;0,00;AÇOUGUE
104;7;2026-05-03;360;4945,12;760,32;39,90;LIQUIDA
104;8;2026-05-03;214;4561,84;123,43;22,50;COMMODITIES
104;9;2026-05-03;407;5527,75;1163,08;0,00;FLV
104;10;2026-05-03;467;1357,75;484,14;0,00;BAZAR
104;15;2026-05-03;1;8,00;0,00;0,00;OUTROS
104;16;2026-05-03;112;1650,87;373,97;0,00;LIMPEZA
104;18;2026-05-03;112;1835,10;491,95;0,00;PERFUMARIA
106;1;2026-05-01;321;5472,23;1293,31;30,00;PAS
106;3;2026-05-01;578;9279,70;2079,35;140,20;SECA DOCE
106;4;2026-05-01;514;9093,48;2804,88;57,46;SECA SALG
106;5;2026-05-01;386;6390,16;1810,16;106,00;PADARIA
106;6;2026-05-01;568;40909,16;2904,85;0,00;AÇOUGUE
106;7;2026-05-01;580;9622,43;1720,43;211,46;LIQUIDA
106;8;2026-05-01;527;15517,08;1413,15;1044,22;COMMODITIES
106;9;2026-05-01;829;13765,71;2667,93;0,00;FLV
106;10;2026-05-01;714;2619,27;860,56;0,00;BAZAR
106;15;2026-05-01;31;37,26;26,86;0,00;OUTROS
106;16;2026-05-01;266;6332,80;1466,32;0,00;LIMPEZA
106;18;2026-05-01;316;7787,89;2151,61;67,50;PERFUMARIA
106;1;2026-05-02;295;5422,20;1299,10;40,90;PAS
106;3;2026-05-02;488;8337,81;1887,71;140,90;SECA DOCE
106;4;2026-05-02;451;7801,49;2381,41;56,65;SECA SALG
106;5;2026-05-02;348;5812,14;1631,89;122,10;PADARIA
106;6;2026-05-02;516;30405,58;3212,25;0,00;AÇOUGUE
106;7;2026-05-02;450;7588,36;1099,50;5,20;LIQUIDA
106;8;2026-05-02;498;15085,67;774,41;399,83;COMMODITIES
106;9;2026-05-02;702;13186,09;2799,76;0,00;FLV
106;10;2026-05-02;619;2101,89;692,73;0,00;BAZAR
106;15;2026-05-02;29;0,30;0,00;0,00;OUTROS
106;16;2026-05-02;245;5721,43;1255,00;0,00;LIMPEZA
106;18;2026-05-02;303;7854,48;2120,46;75,00;PERFUMARIA
106;1;2026-05-03;281;4469,35;1104,29;25,90;PAS
106;3;2026-05-03;525;7350,73;1715,34;130,70;SECA DOCE
106;4;2026-05-03;461;6496,74;2007,20;36,35;SECA SALG
106;5;2026-05-03;390;6397,99;1719,84;100,65;PADARIA
106;6;2026-05-03;485;25729,24;2749,31;0,00;AÇOUGUE
106;7;2026-05-03;572;7735,64;1144,12;3,20;LIQUIDA
106;8;2026-05-03;491;12543,53;213,92;68,50;COMMODITIES
106;9;2026-05-03;684;10738,80;2282,57;0,00;FLV
106;10;2026-05-03;700;1894,79;612,93;0,00;BAZAR
106;15;2026-05-03;15;15,15;10,89;0,00;OUTROS
106;16;2026-05-03;172;3812,18;904,53;0,00;LIMPEZA
106;18;2026-05-03;264;6552,16;1643,98;0,00;PERFUMARIA
108;1;2026-05-01;160;2466,65;642,20;17,10;PAS
108;3;2026-05-01;315;4129,94;1009,45;58,40;SECA DOCE
108;4;2026-05-01;273;3697,48;1172,20;35,03;SECA SALG
108;5;2026-05-01;229;3542,69;1008,67;27,35;PADARIA
108;6;2026-05-01;366;23974,23;2237,65;0,00;AÇOUGUE
108;7;2026-05-01;463;7625,17;1181,39;227,32;LIQUIDA
108;8;2026-05-01;262;5849,72;614,28;343,67;COMMODITIES
108;9;2026-05-01;425;6104,47;1063,21;0,00;FLV
108;10;2026-05-01;474;1910,40;670,70;0,00;BAZAR
108;15;2026-05-01;1;5,00;3,63;0,00;OUTROS
108;16;2026-05-01;140;2821,04;472,14;0,00;LIMPEZA
108;18;2026-05-01;151;3888,74;1053,33;0,00;PERFUMARIA
108;1;2026-05-02;124;1835,57;472,89;7,20;PAS
108;3;2026-05-02;230;2976,28;709,48;31,80;SECA DOCE
108;4;2026-05-02;207;2502,73;780,11;25,30;SECA SALG
108;5;2026-05-02;204;2683,92;831,70;32,80;PADARIA
108;6;2026-05-02;287;20936,22;2207,91;0,00;AÇOUGUE
108;7;2026-05-02;370;4822,22;920,38;62,80;LIQUIDA
108;8;2026-05-02;214;5071,18;529,78;247,00;COMMODITIES
108;9;2026-05-02;369;5101,37;1072,46;0,00;FLV
108;10;2026-05-02;361;1098,38;366,73;0,00;BAZAR
108;15;2026-05-02;1;7,00;5,08;0,00;OUTROS
108;16;2026-05-02;106;1820,46;373,90;0,00;LIMPEZA
108;18;2026-05-02;107;2035,85;540,42;2,00;PERFUMARIA
108;1;2026-05-03;177;2248,64;606,58;16,90;PAS
108;3;2026-05-03;302;3757,70;888,97;60,50;SECA DOCE
108;4;2026-05-03;283;3222,78;954,98;30,50;SECA SALG
108;5;2026-05-03;266;3961,57;1120,32;66,30;PADARIA
108;6;2026-05-03;319;17603,81;1740,70;0,00;AÇOUGUE
108;7;2026-05-03;416;5455,45;958,49;20,80;LIQUIDA
108;8;2026-05-03;244;5502,03;204,02;21,00;COMMODITIES
108;9;2026-05-03;429;5877,77;1298,17;0,00;FLV
108;10;2026-05-03;454;1244,52;413,30;0,00;BAZAR
108;16;2026-05-03;130;2277,95;394,21;0,00;LIMPEZA
108;18;2026-05-03;136;2283,23;640,36;0,00;PERFUMARIA
109;1;2026-05-01;302;3982,95;1038,25;47,80;PAS
109;3;2026-05-01;556;6723,41;1677,71;119,10;SECA DOCE
109;4;2026-05-01;481;5655,93;1860,63;13,82;SECA SALG
109;5;2026-05-01;656;11408,25;4019,93;153,30;PADARIA
109;6;2026-05-01;747;51721,89;5230,12;0,00;AÇOUGUE
109;7;2026-05-01;715;11612,76;2287,24;780,52;LIQUIDA
109;8;2026-05-01;464;7598,18;973,94;647,50;COMMODITIES
109;9;2026-05-01;785;11017,51;2189,84;0,00;FLV
109;10;2026-05-01;1029;3579,34;1103,18;0,00;BAZAR
109;15;2026-05-01;2;7,00;5,08;0,00;OUTROS
109;16;2026-05-01;232;3623,31;729,68;0,00;LIMPEZA
109;18;2026-05-01;263;4783,95;1347,78;10,50;PERFUMARIA
109;1;2026-05-02;243;3157,36;818,70;20,90;PAS
109;3;2026-05-02;465;5271,19;1270,52;88,40;SECA DOCE
109;4;2026-05-02;421;4811,33;1590,78;25,73;SECA SALG
109;5;2026-05-02;580;9140,51;3224,05;47,65;PADARIA
109;6;2026-05-02;655;44106,56;5160,23;0,00;AÇOUGUE
109;7;2026-05-02;630;9135,04;1553,46;448,66;LIQUIDA
109;8;2026-05-02;360;6340,65;341,81;133,17;COMMODITIES
109;9;2026-05-02;720;10193,67;2440,61;0,00;FLV
109;10;2026-05-02;908;2643,28;840,11;0,00;BAZAR
109;15;2026-05-02;1;4,00;2,90;0,00;OUTROS
109;16;2026-05-02;183;2656,07;496,46;0,00;LIMPEZA
109;18;2026-05-02;213;3412,15;932,31;3,00;PERFUMARIA
109;1;2026-05-03;249;3230,56;861,21;20,10;PAS
109;3;2026-05-03;451;4804,67;1221,67;75,40;SECA DOCE
109;4;2026-05-03;464;5034,79;1610,76;12,88;SECA SALG
109;5;2026-05-03;628;9983,83;3497,26;108,25;PADARIA
109;6;2026-05-03;616;38880,60;4507,99;0,00;AÇOUGUE
109;7;2026-05-03;604;7885,40;1207,04;153,81;LIQUIDA
109;8;2026-05-03;410;6892,97;326,14;32,17;COMMODITIES
109;9;2026-05-03;760;10040,39;2384,59;0,00;FLV
109;10;2026-05-03;971;2570,41;808,77;0,00;BAZAR
109;15;2026-05-03;1;15,00;10,89;0,00;OUTROS
109;16;2026-05-03;174;2823,80;664,97;0,00;LIMPEZA
109;18;2026-05-03;210;3045,95;886,15;0,50;PERFUMARIA
112;1;2026-05-01;244;5297,82;1274,12;40,30;PAS
112;3;2026-05-01;405;7801,99;1905,37;133,10;SECA DOCE
112;4;2026-05-01;400;8716,94;2668,80;41,54;SECA SALG
112;5;2026-05-01;447;8189,21;2595,35;76,75;PADARIA
112;6;2026-05-01;460;40975,80;3976,44;0,00;AÇOUGUE
112;7;2026-05-01;500;9686,17;2009,18;551,20;LIQUIDA
112;8;2026-05-01;367;11508,91;1206,96;625,83;COMMODITIES
112;9;2026-05-01;527;9975,66;1979,22;0,00;FLV
112;10;2026-05-01;501;3313,30;1049,17;0,00;BAZAR
112;16;2026-05-01;193;5917,68;1379,95;0,00;LIMPEZA
112;18;2026-05-01;203;7073,49;2129,24;10,00;PERFUMARIA
112;1;2026-05-02;169;3139,26;767,61;22,60;PAS
112;3;2026-05-02;317;5251,47;1280,30;105,80;SECA DOCE
112;4;2026-05-02;280;4844,57;1424,06;12,15;SECA SALG
112;5;2026-05-02;398;6578,11;2049,79;263,45;PADARIA
112;6;2026-05-02;354;24911,74;3197,67;0,00;AÇOUGUE
112;7;2026-05-02;391;6710,76;1303,38;231,16;LIQUIDA
112;8;2026-05-02;256;7947,09;482,77;252,67;COMMODITIES
112;9;2026-05-02;398;7959,83;1886,75;0,00;FLV
112;10;2026-05-02;426;1779,75;553,12;0,00;BAZAR
112;15;2026-05-02;1;5,00;3,63;0,00;OUTROS
112;16;2026-05-02;131;3494,36;744,11;0,00;LIMPEZA
112;18;2026-05-02;146;4709,29;1352,64;2,00;PERFUMARIA
112;1;2026-05-03;151;2766,50;734,44;26,00;PAS
112;3;2026-05-03;284;4294,15;978,59;89,00;SECA DOCE
112;4;2026-05-03;288;4339,09;1350,87;14,87;SECA SALG
112;5;2026-05-03;337;5809,16;1791,58;81,06;PADARIA
112;6;2026-05-03;329;21236,35;2505,87;0,00;AÇOUGUE
112;7;2026-05-03;325;5089,52;865,68;38,00;LIQUIDA
112;8;2026-05-03;248;6246,46;307,36;16,17;COMMODITIES
112;9;2026-05-03;415;7339,01;1739,59;0,00;FLV
112;10;2026-05-03;424;1899,24;590,24;0,00;BAZAR
112;16;2026-05-03;106;3033,03;713,66;0,00;LIMPEZA
112;18;2026-05-03;136;3711,97;1124,40;3,50;PERFUMARIA
117;1;2026-05-01;442;8580,29;1830,33;81,40;PAS
117;3;2026-05-01;673;12573,28;2789,84;234,60;SECA DOCE
117;4;2026-05-01;575;11751,73;3475,53;116,23;SECA SALG
117;5;2026-05-01;830;15238,35;4225,56;157,25;PADARIA
117;6;2026-05-01;699;54150,49;4773,25;677,15;AÇOUGUE
117;7;2026-05-01;756;13635,14;2376,94;400,53;LIQUIDA
117;8;2026-05-01;538;19746,63;1577,67;1909,67;COMMODITIES
117;9;2026-05-01;793;15374,98;3883,93;0,00;FLV
117;10;2026-05-01;785;4633,86;1504,28;0,00;BAZAR
117;15;2026-05-01;4;16,94;3,30;0,00;OUTROS
117;16;2026-05-01;336;8823,64;1197,11;0,00;LIMPEZA
117;18;2026-05-01;352;10505,06;2789,86;8,00;PERFUMARIA
117;1;2026-05-02;329;6358,92;1533,24;31,30;PAS
117;3;2026-05-02;514;9962,09;2273,59;202,80;SECA DOCE
117;4;2026-05-02;449;8878,14;2651,84;39,90;SECA SALG
117;5;2026-05-02;723;13116,46;3550,80;64,55;PADARIA
